"","track_id","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","duration_ms","time_signature","danceability"
"1","7wGoVu4Dady5GV0Sv4UIsx",0.522,5,-6.594,0,0.0984,0.13,9.03e-05,0.142,0.119,159.772,218320,4,0.577
"2","0ofbQMrRDsUaVKq2mGLEAb",0.517,7,-4.323,0,0.0312,0.186,3.8e-05,0.104,0.418,104.992,216897,4,0.768
"3","2ekn2ttSfGqwhhate0LSR0",0.7,9,-6.021,0,0.0694,0.00261,1.56e-05,0.153,0.608,116.073,209320,4,0.762
"4","7EmGUiUaOSGDnUUQUDrOXC",0.802,11,-4.647,0,0.0394,0.139,0,0.177,0.327,124.989,197993,4,0.715
"5","7qiZfU4dY1lWllzX7mPBI3",0.652,1,-3.183,0,0.0802,0.581,0,0.0931,0.931,95.977,233713,4,0.825
"6","5UEnHoDYpsxlfzWLZIc7LD",0.748,8,-5.794,0,0.473,0.17,0,0.0759,0.693,90.052,221013,4,0.757
"7","1zsG4eaZmkA1dvjDDsAGLK",0.895,7,-3.617,1,0.0411,0.0322,0,0.097,0.64,96.022,173720,4,0.724
"8","3hBBKuWJfxlIlnd9QFoC8k",0.615,5,-5.211,0,0.0671,0.0786,2.98e-06,0.0855,0.393,110.009,199849,4,0.795
"9","43ZyHQITOjhciSUUNPVRHc",0.523,5,-6.71,1,0.0597,0.239,0,0.117,0.699,119.889,124056,4,0.936
"10","5k38wzpLb15YgncyWdTZE4",0.731,2,-6.343,1,0.0868,0.0534,0,0.308,0.191,87.908,268867,4,0.589
"11","0tgVpDi06FyKpA1z0VMD4v",0.448,8,-6.312,1,0.0232,0.163,0,0.106,0.168,95.05,263400,3,0.599
"12","5CtI0qwDJkDQGwXD1H1cLb",0.815,2,-4.328,1,0.12,0.229,0,0.0924,0.813,88.931,228827,4,0.694
"13","6mrKP2jyIQmM0rw6fQryjr",0.716,5,-5.673,0,0.111,0.33,0,0.173,0.437,148.015,212120,4,0.659
"14","4lESS6vuruP6a79KWRaQou",0.768,4,-5.401,0,0.122,0.283,2.25e-05,0.162,0.765,98.989,184067,4,0.871
"15","7vGuf3Y35N4wmASOKLUVVU",0.761,4,-3.093,1,0.0853,0.256,4.96e-06,0.17,0.286,141.971,180823,4,0.52
"16","6Za3190Sbw39BBC77WSS1C",0.813,2,-3.023,0,0.0561,0.03,9.33e-05,0.255,0.839,79.997,232550,4,0.814
"17","1mXVgsBdtIVeCLJnSnmtdV",0.375,5,-8.279,1,0.0491,0.652,0,0.173,0.534,91.92,201000,4,0.698
"18","5Z3GHaZ6ec9bsiI5BenrbY",0.539,1,-6.351,1,0.0421,0.199,1.66e-05,0.165,0.394,136.949,202547,4,0.798
"19","2rb5MvYT7ZIxbKW5hfcHx8",0.677,11,-4.915,0,0.0993,0.0148,6.21e-06,0.13,0.294,103.809,189440,4,0.543
"20","75ZvA4QfFiZvzhj2xkaWAh",0.538,8,-5.408,0,0.0382,0.0689,0,0.196,0.291,143.95,223347,4,0.556
"21","2DQ1ITjI0YoLFzuADN1ZBW",0.771,1,-3.791,1,0.244,0.0117,0,0.0853,0.405,175.957,245387,4,0.838
"22","1bhUWB0zJMIKr9yVPrkEuI",0.299,8,-7.365,1,0.0263,0.779,0,0.123,0.356,94.992,259550,3,0.587
"23","6QgjcU0zLnzq5OrUoSZ3OK",0.795,1,-5.115,0,0.0504,0.0417,0.000113,0.0717,0.754,79.028,163253,4,0.801
"24","6De0lHrwBfPfrhorm9q1Xl",0.804,1,-6.327,1,0.0677,0.0231,0,0.0494,0.426,104.823,205715,4,0.744
"25","5hcisvFMidkMJlElTO9Qmw",0.681,11,-6.268,1,0.0983,0.423,0,0.0962,0.676,140.006,297485,4,0.807
"26","5AEtlRudpgdT5FtNiuly6Y",0.717,8,-4.202,1,0.0581,0.0393,0,0.0769,0.71,103.036,174800,4,0.659
"27","3Ga6eKrUFf12ouh9Yw3v2D",0.679,4,-4.985,0,0.135,0.18,7.26e-05,0.068,0.619,166.008,193456,4,0.775
"28","0tKcYR2II1VCQWT79i5NrW",0.81,0,-4.749,1,0.0479,0.00683,0.21,0.155,0.298,167.88,187147,4,0.6
"29","1j4kHkkpqZRBwE0A4CN4Yv",0.437,11,-6.593,0,0.039,0.101,1.27e-06,0.106,0.0967,180.043,239000,4,0.258
"30","7GX5flRQZVHRAGd6B4TmDO",0.75,11,-6.366,0,0.231,0.00264,0,0.109,0.401,155.096,182707,4,0.732
"31","7JNh1cfm0eXjqFVOzKLyau",0.855,5,-3.976,0,0.0436,0.141,0.0045,0.099,0.871,96.989,202453,4,0.743
"32","1m69ELEgE6k5ZWsap40ozt",0.821,1,-4.233,1,0.0852,0.222,9.6e-06,0.311,0.693,171.077,188080,4,0.739
"33","75FDPwaULRdYDn4StFN2rT",0.546,8,-7.513,1,0.175,0.000704,0.000823,0.36,0.0986,138.043,224613,4,0.909
"34","5tz69p7tJuGPeMGwNTxYuV",0.574,5,-7.788,0,0.0479,0.57,0,0.19,0.352,100.021,250173,4,0.62
"35","3B54sVLJ402zGa6Xm4YGNe",0.769,6,-5.043,1,0.123,0.0293,0.0101,0.104,0.733,97.985,233902,4,0.726
"36","7iDa6hUg2VgEL1o1HjmfBn",0.783,10,-6.458,1,0.0856,0.047,0,0.083,0.579,154.084,163870,4,0.643
"37","32DGGj6KlNuBr6WaqRxpxi",0.581,1,-5.243,0,0.0767,0.189,3.61e-06,0.0805,0.779,110.008,198237,4,0.849
"38","6u0EAxf1OJTLS7CvInuNd7",0.55,2,-5.464,1,0.152,0.0227,4.52e-05,0.294,0.557,129.924,201532,4,0.876
"39","3a1lNhkSLSkpJE4MSHpDu9",0.804,6,-4.183,1,0.0363,0.215,0,0.253,0.492,123.146,220293,4,0.63
"40","7KXjTSCq5nL1LoYtL7XAwS",0.621,1,-6.638,0,0.102,0.000282,5.39e-05,0.0958,0.421,150.011,177000,4,0.908
"41","2nUJvBO87SkxCViQsLc9Zr",0.885,0,-4.182,1,0.268,0.11,4.04e-05,0.106,0.633,134.973,186027,4,0.895
"42","0Zbbxnx4SGGHoIow4PpISP",0.497,5,-5.763,1,0.0809,0.152,0,0.0911,0.419,99.137,236853,4,0.677
"43","42CeaId2XNlxugDvyqHfDf",0.688,4,-5.566,1,0.0841,0.633,0,0.0734,0.434,90.013,229573,4,0.765
"44","33bnxcjePIkcmNjEFTJX0l",0.788,1,-4.323,1,0.0785,0.0482,0,0.0753,0.839,170.019,220117,4,0.681
"45","7sO5G9EABYOXQKNPNiE9NR",0.428,9,-8.28,1,0.206,0.149,5.07e-05,0.114,0.333,100.007,172800,4,0.88
"46","2xmrfQpmS2iJExTlklLoAL",0.658,3,-6.318,1,0.0456,0.245,3.77e-06,0.0919,0.33,105.076,205748,4,0.638
"47","6RUKPb4LETWmmr3iAEQktW",0.635,11,-6.769,0,0.0317,0.0498,1.44e-05,0.164,0.446,103.019,247160,4,0.617
"48","2fQrGHiQOvpL9UgPvtYy6G",0.346,8,-8.228,0,0.351,0.0151,7.04e-06,0.0871,0.376,75.016,220307,4,0.884
"49","7BKLCZ1jbUBVqRi2FVlTVw",0.524,8,-5.599,1,0.0338,0.414,0,0.111,0.661,95.01,244960,4,0.748
"50","1xznGGDReH1oQq0xzbwXa3",0.619,1,-5.886,1,0.0532,0.00784,0.00423,0.351,0.371,103.989,173987,4,0.791
"51","3whrwq4DtvucphBPUogRuJ",0.579,2,-4.036,1,0.0321,0.398,2.28e-05,0.133,0.349,105.031,199095,4,0.751
"52","0qYTZCo5Bwh1nsUFGZP3zn",0.789,5,-4.502,1,0.146,0.231,0,0.351,0.737,93.973,229849,4,0.755
"53","4iLqG9SeJSnt0cSPICSjxv",0.626,3,-4.432,0,0.0432,0.0969,3.12e-05,0.0848,0.777,100.041,211475,4,0.774
"54","70lnL3QaSOIIyMa2X9aVRL",0.76,1,-4.836,1,0.198,0.187,0,0.0548,0.893,183.817,195213,4,0.75
"55","2771LMNxwf62FTAdpJMQfM",0.723,11,-5.792,0,0.109,0.0672,0,0.346,0.458,125.022,223962,4,0.929
"56","4aWmUDTfIPGksMNLV2rQP2",0.786,2,-4.757,1,0.17,0.209,0,0.112,0.846,177.833,228200,4,0.66
"57","7ofxPmTNMj2GP07g1VZa0O",0.835,0,-3.388,1,0.0507,0.13,0,0.0601,0.817,91.012,238160,4,0.771
"58","71bBFbfn2OBK5QwUJSLS44",0.733,5,-5.001,0,0.0343,0.0274,0,0.266,0.519,123.075,203000,4,0.642
"59","6VpQdig9pdpTSIFItgkJV5",0.709,0,-4.343,1,0.0733,0.145,0.000449,0.115,0.264,129.961,227088,4,0.643
"60","1YZfcVLbbJwfizR5cDOp3q",0.529,2,-4.443,1,0.191,0.0519,0,0.179,0.146,138.003,307660,4,0.901
"61","3VClLWqNn80Llv0PJOsKgr",0.866,6,-4.236,1,0.0497,0.248,5.29e-06,0.0696,0.71,96.011,217080,4,0.791
"62","3m660poUr1chesgkkjQM7P",0.633,11,-6.923,0,0.241,0.0214,0,0.29,0.863,144.021,203760,4,0.704
"63","79cuOz3SPQTuFrp8WgftAu",0.8,2,-4.035,1,0.0583,0.381,0,0.0913,0.966,121.996,199440,4,0.857
"64","0OlnLZY4cmQzT6ZGttvWBM",0.52,6,-7.985,0,0.0569,0.435,0,0.197,0.13,149.119,183637,4,0.526
"65","5ChkMS8OtdzJeqyybCc9R5",0.654,11,-3.051,0,0.0401,0.0236,0.0158,0.0359,0.847,117.046,293827,4,0.92
"66","0CcQNd8CINkwQfe1RDtGV6",0.787,10,-4.305,0,0.108,0.0524,0,0.14,0.708,124.982,204347,4,0.779
"67","4zWO4gvuFtw6EJZC5FFGlr",0.673,1,-3.872,1,0.139,0.346,1.28e-05,0.206,0.714,131.99,213989,4,0.896
"68","1KSqYYJFyfTecXFk9M0prc",0.859,11,-3.166,1,0.0795,0.0256,6.27e-05,0.0881,0.787,91.977,232787,4,0.744
"69","4dVpf9jZjcORqGTLUaeYj9",0.844,11,-5.482,1,0.275,0.0651,0,0.087,0.52,170.142,173600,4,0.797
"70","0JcNysfWVWaMS7R6vzGB2k",0.858,10,-4.946,1,0.0483,0.0826,0,0.364,0.64,95.049,194742,4,0.742
"71","1x5sYLZiu9r5E43kMlt9f8",0.629,0,-4.581,0,0.0563,0.259,1.6e-05,0.138,0.457,122.863,212459,4,0.707
"72","7EI6Iki24tBHAMxtb4xQN2",0.797,11,-3.953,0,0.0596,0.0364,0,0.104,0.321,106.93,215064,4,0.628
"73","3ncgNpxLoBQ65ABk4djDyd",0.467,1,-8.443,1,0.119,0.0149,0.000238,0.334,0.287,135.995,191252,4,0.921
"74","5TysCiZtv1HnSWcTcUFusI",0.859,0,-4.447,1,0.0609,0.186,0,0.121,0.695,92.042,195813,4,0.688
"75","4DTpngLjoHj5gFxEZFeD3J",0.604,1,-7.357,0,0.222,0.0652,6.43e-05,0.124,0.574,155.007,264532,4,0.736
"76","2OALaHcDdKkjYEpAr0Qzab",0.666,5,-5.309,1,0.0612,0.134,2.12e-05,0.0683,0.272,102.977,181812,4,0.655
"77","1wjzFQodRWrPcQ0AnYnvQ9",0.505,9,-7.621,1,0.253,0.535,2.55e-06,0.104,0.419,91.97,197437,4,0.752
"78","3DXncPQOG4VBw3QHh3S817",0.668,7,-4.284,1,0.0367,0.0552,0,0.167,0.811,80.924,288600,4,0.609
"79","7fwXWKdDNI5IutOMc5OKYw",0.714,11,-6.39,0,0.0792,0.0249,0,0.253,0.434,104.996,209733,4,0.705
"80","5yFSF6qQA1rcLsQRnBsZgb",0.678,1,-4.407,1,0.058,0.303,0,0.361,0.662,97.976,199111,4,0.658
"81","1OAh8uOEOvTDqkKFsKksCi",0.672,0,-3.094,0,0.0688,0.0329,0,0.118,0.632,97.98,204173,4,0.671
"82","6gBFPUFcJLzWGx4lenP6h2",0.728,7,-3.37,1,0.0484,0.0847,0,0.149,0.43,130.049,243837,4,0.841
"83","7y9iMe8SOB6z3NoHE2OfXl",0.751,0,-3.539,1,0.0296,0.0604,0,0.0893,0.612,118.384,181279,4,0.675
"84","6EpRaXYhGOB3fj4V2uDkMJ",0.485,6,-5.595,1,0.0545,0.246,0,0.0765,0.527,106.028,204502,4,0.869
"85","5bcTCxgc7xVfSaMV3RuVke",0.745,11,-3.105,0,0.0571,0.0642,0,0.0943,0.872,101.018,223413,4,0.893
"86","0KKkJNfGyhkQ5aFogxQAPU",0.56,1,-4.961,1,0.0406,0.013,0,0.0944,0.86,134.066,206693,4,0.853
"87","693iqPOQvhI7PobtR8CC8v",0.868,5,-1.715,0,0.04,0.0106,0.00252,0.29,0.884,96.042,265747,4,0.782
"88","3bidbhpOYeV4knp8AIu8Xn",0.922,2,-4.457,1,0.0786,0.0291,0,0.0862,0.847,146.078,258343,4,0.641
"89","2z4pcBLQXF2BXKFvd0BuB6",0.709,10,-4.547,0,0.0714,0.0233,0,0.094,0.62,98.062,187521,4,0.845
"90","7m9OqQk4RVRkw9JJdeAw96",0.391,0,-9.144,0,0.242,0.469,4.13e-06,0.297,0.437,134.021,119133,4,0.872
"91","1yxgsra98r3qAtxqiGZPiX",0.598,11,-6.865,1,0.0539,0.0714,0,0.112,0.182,140.987,190678,4,0.763
"92","6PGoSes0D9eUDeeAafB2As",0.585,10,-7.343,1,0.0924,0.264,0,0.153,0.779,126.058,213400,4,0.8
"93","0OI7AFifLSoGzpb8bdBLLV",0.718,3,-5.232,0,0.213,0.00413,0,0.0537,0.216,82.034,202805,4,0.653
"94","7nZmah2llfvLDiUjm0kiyz",0.739,8,-5.35,1,0.0387,0.00459,0,0.306,0.649,104.99,189467,4,0.744
"95","2PpruBYCo4H7WOBJ7Q2EwM",0.974,4,-2.261,0,0.0665,0.103,0.000532,0.175,0.965,79.526,235213,4,0.728
"96","27SdWb2rFzO6GWiYDBTD9j",0.698,6,-5.608,0,0.105,0.0472,0.00143,0.0907,0.732,89.976,211667,4,0.628
"97","0afhq8XCExXpqazXczTSve",0.876,9,-3.374,1,0.1,0.0735,0,0.327,0.781,99.943,170827,4,0.624
"98","5WoaF1B5XIEnWfmb5NZikf",0.506,6,-10.532,1,0.0434,0.173,0,0.0866,0.183,145.965,259333,4,0.674
"99","6kex4EBAj0WHXDKZMEJaaF",0.817,1,-3.862,1,0.109,0.075,0,0.187,0.782,98.064,216409,4,0.696
"100","6NWl2m8asvH83xjuXVNsuG",0.419,10,-10.358,0,0.165,0.416,0,0.105,0.277,119.958,187453,4,0.823
"101","0I20rLT2MJDhcF96AjbNYo",0.628,5,-5.049,0,0.0759,0.221,0,0.114,0.537,102.037,210400,4,0.671
"102","1XRgIKC5TPwo7nWGyKqgG0",0.633,11,-5.475,1,0.168,0.0232,0.000343,0.0993,0.425,139.948,233087,4,0.89
"103","7tr2za8SQg2CI8EDgrdtNl",0.795,1,-3.299,0,0.0545,0.498,1.21e-06,0.254,0.511,104.066,230813,4,0.736
"104","152lZdxL1OR0ZMW6KquMif",0.449,1,-11.462,0,0.425,0.33,0.000162,0.0898,0.326,80.126,219080,4,0.736
"105","0QsvXIfqM0zZoerQfsI9lm",0.859,11,-5.651,1,0.197,0.16,0.00466,0.137,0.403,159.797,208053,4,0.542
"106","3eR23VReFzcdmS7TYCrhCe",0.533,0,-6.596,1,0.0706,0.119,0,0.0864,0.515,99.968,220781,4,0.64
"107","5Htb1uFQ1KrkFXlefS8oGj",0.592,3,-5.465,0,0.0566,0.0247,0,0.181,0.271,82.05,236987,4,0.516
"108","0VgkVdmE4gld66l8iyGjgx",0.434,2,-8.795,1,0.431,0.0102,0.0219,0.165,0.281,150.062,204600,4,0.833
"109","7w87IxuO7BDcJ3YUqCyMTT",0.71,5,-5.849,0,0.0292,0.145,0.115,0.0956,0.965,127.975,239600,4,0.733
"110","0ERbK7qVqveCaBWIiYCrl3",0.713,11,-6.909,1,0.0937,0.228,0,0.0506,0.749,179.864,204701,4,0.635
"111","7Ed6BkggCS2KaKY5YlINaF",0.842,10,-4.332,0,0.219,0.0157,0,0.23,0.645,169.917,238726,4,0.613
"112","5TmZYdHW6HJ9gt7Aokuql5",0.745,9,-3.311,1,0.146,0.0474,1.71e-06,0.15,0.828,180.081,203853,4,0.746
"113","5uCax9HTNlzGybIStD3vDh",0.557,10,-7.398,1,0.059,0.695,0,0.0902,0.494,85.043,211467,4,0.358
"114","0lJCqIx5BhZtf6QtYI2fbv",0.538,1,-5.612,1,0.0319,0.188,0,0.123,0.215,130.023,279613,4,0.73
"115","2H3ZUSE54pST4ubRd5FzFR",0.616,11,-10.776,0,0.033,0.482,0,0.179,0.818,130.037,151667,4,0.669
"116","0CokSRCu5hZgPxcZBaEzVE",0.794,0,-5.126,0,0.0522,0.0323,2.59e-05,0.112,0.356,139.994,220454,4,0.731
"117","4R55IUi2x7S5ek2SpebOiE",0.493,3,-6.688,1,0.0735,0.128,0.000147,0.127,0.844,94.016,197120,4,0.909
"118","0NiXXAI876aGImAd6rTj8w",0.792,11,-4.256,0,0.0418,0.091,0,0.0516,0.547,104.016,181615,4,0.739
"119","7MHN1aCFtLXjownGhvEQlF",0.477,4,-7.348,1,0.0434,0.549,0,0.349,0.86,94.983,213027,4,0.788
"120","5troof8mcGO3AafoDbk1gc",0.709,9,-6.471,0,0.123,0.204,1.41e-05,0.126,0.506,128.07,211853,4,0.766
"121","6m2LNopVJKsvBB9l7Z1rwn",0.62,6,-2.887,1,0.127,0.104,0,0.0796,0.367,89.988,161593,4,0.766
"122","2x0WlnmfG39ZuDmstl9xfX",0.589,2,-6.237,1,0.0558,0.00845,0,0.108,0.151,159.073,244827,4,0.649
"123","3b0EOvScbZUc0qJx0E1L2z",0.548,8,-13.534,1,0.0394,0.29,9.68e-05,0.366,0.887,98.359,176333,4,0.639
"124","5aAx2yezTd8zXrkmtKl66Z",0.594,7,-7.028,1,0.282,0.165,3.49e-06,0.134,0.535,186.054,230453,4,0.681
"125","5T8EDUDqKcs6OSOwEsfqG7",0.868,5,-5.276,1,0.17,0.0475,0.000176,0.776,0.609,156.295,209413,4,0.559
"126","4V6MRo0CEAC9MwAm7dkPuL",0.303,3,-8.612,1,0.117,0.835,0,0.0782,0.819,91.958,213933,4,0.74
"127","5yuShbu70mtHXY0yLzCQLQ",0.498,5,-8.185,1,0.0831,0.228,0,0.0757,0.127,81.967,179613,4,0.665
"128","6pyzBTIjcO2AMkKE6x2Otb",0.826,10,-7.179,0,0.0341,0.0322,0.00629,0.179,0.945,103.564,285373,4,0.703
"129","6p8NuHm8uCGnn2Dtbtf7zE",0.674,1,-5.662,0,0.264,0.307,0,0.104,0.741,141.967,304041,4,0.92
"130","22eADXu8DfOAUEDw4vU8qy",0.693,6,-5.516,1,0.138,0.246,0,0.129,0.427,143.965,271080,4,0.708
"131","1mqlc0vEP9mU1kZgTi6LIQ",0.911,9,-3.691,1,0.0305,0.183,0.000107,0.3,0.982,125.895,216520,4,0.693
"132","1NDxZ7cFAo481dtYWdrUnR",0.868,7,-4.661,0,0.0291,0.15,0.132,0.104,0.733,121.03,193613,4,0.703
"133","0yyZN5ASdrYu0XYWFzfxUu",0.84,0,-3.547,1,0.0879,0.0112,0,0.119,0.624,101.99,183573,4,0.702
"134","7hDc8b7IXETo14hHIHdnhd",0.463,11,-11.377,1,0.0396,0.256,0.085,0.109,0.364,111.98,298941,4,0.809
"135","790MhTXPFrYkrqCKvpg4t1",0.718,9,-4.966,0,0.0547,0.168,0,0.241,0.649,146.885,228080,4,0.793
"136","40oKW22ZNNkEdZLJTScaQI",0.524,10,-6.807,0,0.245,0.0306,0,0.2,0.363,140.053,213132,4,0.747
"137","6fxVffaTuwjgEk5h9QyRjy",0.379,4,-10.48,1,0.0476,0.607,0.000464,0.0986,0.201,107.989,258987,4,0.614
"138","4IWAyPf1KMq7JCyGeCjTeH",0.649,1,-4.953,1,0.0315,0.0429,0,0.128,0.537,134.955,201240,4,0.675
"139","0Qh38w01QRXK6KHIv0e3hb",0.588,1,-6.177,1,0.0507,0.0285,2.11e-06,0.0906,0.187,113.617,269600,4,0.489
"140","0tPQPaOKM32WgMSbPCYyRH",0.873,1,-4.741,1,0.119,0.0789,0,0.0824,0.552,79.943,172687,4,0.721
"141","5knuzwU65gJK7IF5yJsuaW",0.763,9,-4.068,0,0.0523,0.406,0,0.18,0.742,101.965,251088,4,0.72
"142","7krbSH3rd8lhIZvuzTV3Bl",0.607,6,-6.781,1,0.0574,0.104,0,0.0631,0.238,101.966,234107,4,0.529
"143","3NdDpSvN911VPGivFlV5d0",0.451,0,-8.374,1,0.0585,0.0631,1.3e-05,0.325,0.0862,117.973,245200,4,0.735
"144","4Km5HrUvYTaSUfiSGPJeQR",0.665,11,-5.313,1,0.244,0.061,0,0.123,0.175,127.076,343150,4,0.927
"145","3kxfsdsCpFgN412fpnW85Y",0.356,1,-10.425,1,0.0941,0.172,0.00943,0.123,0.607,160.033,326933,4,0.745
"146","4o6BgsqLIBViaGVbx5rbRk",0.501,5,-12.151,1,0.0552,0.234,0.112,0.0467,0.902,167.058,190627,4,0.751
"147","0pDaqgIForVNO4jrtTxcWT",0.653,3,-0.02,0,0.0359,0.189,0,0.0876,0.706,130.099,228923,4,0.814
"148","7AQim7LbvFVZJE3O8TYgf2",0.533,0,-9.74,0,0.0412,0.0172,0.000152,0.103,0.329,131.036,146520,4,0.797
"149","5zSOVwaY3sVjnmLhuEfsuf",0.565,7,-5.895,1,0.0476,0.164,0.00169,0.103,0.812,175.92,193227,4,0.748
"150","6b8Be6ljOzmkOmFslEb23P",0.803,1,-4.282,1,0.0797,0.034,0,0.153,0.632,106.97,225983,4,0.818
"151","5u6vkDnOyaf8LsteDAj2ub",0.436,2,-7.033,1,0.155,0.331,1.3e-05,0.342,0.243,82.994,268933,4,0.782
"152","6PCUP3dWmTjcTtXY02oFdT",0.834,2,-4.868,1,0.0989,0.0232,1.14e-05,0.14,0.471,135.007,261154,4,0.461
"153","1lzr43nnXAijIGYnCT8M8H",0.606,0,-4.596,1,0.0713,0.0561,0,0.313,0.654,94.759,227600,4,0.853
"154","6HZILIRieu8S0iqY8kIKhj",0.523,1,-6.664,1,0.357,0.00454,0,0.0842,0.422,139.913,185947,4,0.638
"155","4fndbjoz1qJyK6JcLdKfzm",0.808,2,-5.541,1,0.286,0.00693,0,0.133,0.547,181.993,192132,4,0.813
"156","5GXAXm5YOmYT0kL5jHvYBt",0.819,0,-5.946,0,0.118,0.426,0,0.0679,0.585,92.99,269187,4,0.773
"157","6eT7xZZlB2mwyzJ2sUKG6w",0.562,7,-7.678,1,0.0352,0.233,0,0.0816,0.309,130.098,256533,4,0.675
"158","5PB8zB1MOZASboLquvinMF",0.909,4,-3.079,0,0.0758,0.158,0,0.0972,0.651,93.984,188787,4,0.623
"159","1Slwb6dOYkBlWal1PGtnNg",0.445,2,-6.061,1,0.0295,0.474,0,0.184,0.591,78.998,281560,4,0.781
"160","3ebXMykcMXOcLeJ9xZ17XH",0.54,1,-7.786,0,0.0576,0.0895,0,0.261,0.195,137.972,220883,4,0.584
"161","39shmbIHICJ2Wxnk1fPSdz",0.833,2,-6.463,1,0.115,0.079,0,0.384,0.816,113.375,188987,4,0.742
"162","3A7qX2QjDlPnazUsRk5y0M",0.65,8,-5.827,0,0.0591,0.219,0,0.225,0.557,144.937,194897,4,0.548
"163","6WbADFqMvR8N5u0BvtsWQE",0.855,2,-4.832,1,0.0441,0.00179,0,0.0404,0.279,134.009,181673,4,0.652
"164","2eAZfqOm4EnOF9VvN50Tyc",0.757,1,-3.612,1,0.05,0.617,0,0.106,0.696,82.008,221747,4,0.703
"165","7vu0JkJh0ldukEYbTVcqd0",0.415,8,-6.852,1,0.0639,0.401,0,0.0616,0.455,114.145,176320,4,0.728
"166","1LszjjoVwDDZcWUQbzeDLG",0.69,1,-4.151,1,0.148,0.0583,0,0.103,0.64,125.086,223147,4,0.808
"167","3qk4wRMDlaeagZGjSYbsOV",0.766,6,-5.953,0,0.231,0.263,0,0.32,0.182,96.281,203960,4,0.558
"168","7foypmc7KZyU716Yv63BPe",0.642,0,-3.656,1,0.0588,0.00823,0,0.106,0.0658,150.06,140793,4,0.857
"169","32OlwWuMpZ6b0aN2RZOeMS",0.609,0,-7.223,1,0.0824,0.00801,8.15e-05,0.0344,0.928,114.988,269667,4,0.856
"170","38yBBH2jacvDxrznF7h08J",0.418,0,-6.678,1,0.0425,0.0129,0,0.0579,0.868,85.909,188174,4,0.734
"171","1Qg9jWGDkKAGZXj5v2OG59",0.604,8,-5.084,1,0.0542,0.0889,0,0.105,0.407,126.135,190643,4,0.659
"172","5b88tNINg4Q4nrRbrCXUmg",0.822,5,-4.662,0,0.183,0.219,0,0.0908,0.962,160.019,232720,4,0.647
"173","630sXRhIcfwr2e4RdNtjKN",0.619,10,-7.005,1,0.0386,0.0716,0,0.122,0.284,125.046,217440,4,0.684
"174","72jbDTw1piOOj770jWNeaG",0.658,2,-6.428,1,0.0304,0.0215,1.66e-06,0.0939,0.219,99.99,221507,4,0.653
"175","209gZgcfLq2aUuu51vOWBl",0.819,5,-5.418,1,0.0867,0.0309,0,0.389,0.433,89.98,205520,4,0.792
"176","5EId1m4DNwTf3at31w8bPJ",0.703,6,-4.249,1,0.0611,0.2,0,0.259,0.323,120.007,233827,4,0.735
"177","0L7loeTIg6akW84aEQZpCT",0.877,9,-3.782,0,0.0666,0.0375,0.000833,0.233,0.751,107.985,166138,4,0.746
"178","1louJpMmzEicAn7lzDalPW",0.667,10,-5.445,1,0.134,0.0575,0,0.106,0.595,112.956,223504,4,0.741
"179","6JV2JOEocMgcZxYSZelKcc",0.83,0,-5.715,1,0.0749,0.0123,0,0.191,0.701,113.03,236002,4,0.667
"180","5lXcSvHRVjQJ3LB2rLKQog",0.658,10,-10.908,0,0.085,0.0887,0.00403,0.0526,0.883,100.541,239120,4,0.65
"181","76cy1WJvNGJTj78UqeA5zr",0.544,7,-5.975,1,0.0943,0.0403,0,0.0824,0.51,97.028,217947,4,0.836
"182","2xGjteMU3E1tkEPVFBO08U",0.704,2,-7.276,1,0.186,0.00583,0.000115,0.0424,0.1,191.702,234707,4,0.284
"183","7F9vK8hNFMml4GtHsaXui6",0.53,5,-4.918,0,0.142,0.207,0,0.394,0.645,75.016,190428,4,0.683
"184","2374M0fQpWi3dLnB54qaLX",0.373,9,-18.064,1,0.0323,0.257,7.95e-05,0.0481,0.732,92.717,295893,4,0.671
"185","6urLjX35oXXRYtcH1b3dCh",0.529,5,-4.421,0,0.0495,0.0595,0,0.089,0.247,138.076,228431,4,0.767
"186","6ElmxV9B2mSNscEjP27M7i",0.868,0,-3.475,1,0.153,0.242,0.00187,0.162,0.632,115.979,192000,4,0.855
"187","2RttW7RAu5nOAfq6YFvApB",0.385,0,-7.355,1,0.0288,0.536,0,0.135,0.236,89.792,207520,4,0.522
"188","1OOtq8tRnDM8kG2gqUPjAj",0.867,3,-3.704,0,0.0457,0.0491,7.98e-06,0.197,0.915,138.858,258040,4,0.779
"189","6eYxmK9fdL4hwLnXG2zY3s",0.726,1,-6.405,1,0.282,0.259,0,0.0976,0.349,139.059,126346,4,0.763
"190","4c2W3VKsOFoIg2SFaO6DY5",0.624,1,-4.093,1,0.0488,0.158,0,0.0513,0.962,117.959,180757,4,0.855
"191","4knL4iPxPOZjQzTUlELGSY",0.444,1,-8.126,0,0.344,0.022,0,0.137,0.53,149.953,276333,4,0.91
"192","6mICuAdrwEjh6Y6lroV2Kg",0.773,8,-2.921,0,0.0776,0.187,3.05e-05,0.159,0.907,102.034,195840,4,0.852
"193","2vjmyyAnDUzilFYxOlTdO1",0.761,1,-4.939,1,0.13,0.0485,0,0.136,0.698,78.514,157643,4,0.689
